trades,winrate,pnl,pf,symbol
22,0.8181818181818182,150.98988697064544,4.198503896875639,ADA_USDT
25,0.8,65.82706429444586,2.3680703396201728,LTC_USDT
0,0.0,0.0,0.0,DOGE_USDT
0,0.0,0.0,0.0,ENA_USDT
0,0.0,0.0,0.0,HBAR_USDT
0,0.0,0.0,0.0,WIF_USDT
