trades,winrate,pnl,pf,avg_win,avg_loss,max_win,max_loss,avg_R,max_R,min_R,breakout_trades,pullback_trades,inside_trades,early_cuts,symbol
19,0.8421052631578947,27.00686841753627,4.765631529252482,2.136175277592369,-2.390645341313876,6.015317699653519,-3.4471194385819377,0.614177422074718,2.5351067467878257,-1.0000000000000002,19,0,0,0,ADA_USDT
10,0.7,6.285929847497546,2.5646054113739987,1.4719302008962423,-1.3391938529253828,3.826286300381462,-3.9875815587761494,0.16598758548363007,0.922428273869516,-0.9999999999999998,10,0,0,0,WIF_USDT
28,0.8214285714285714,11.822118797557,2.161000696784519,0.9567311398110602,-2.036539483619478,2.4381832618080654,-2.307338121079512,0.2488040238569342,1.401553166069294,-1.0000000000000004,28,0,0,0,LTC_USDT
12,0.75,1.4906485467083992,1.1824491735789082,1.0734290223144296,-2.723404218040489,2.6140270148881104,-3.3196900979124346,0.01651409994148593,0.7817730410560745,-1.0000000000000002,12,0,0,0,ENA_USDT
17,0.6470588235294118,-1.11254577912412,0.9323895456018437,1.3947897456938998,-2.7425388302928364,2.5173210188311015,-5.101978959896046,0.1266796815000565,1.6425759520753114,-1.0000000000000009,17,0,0,0,HBAR_USDT
10,0.6,-7.706702298512298,0.4808774620450068,1.189821660939687,-3.711408066037605,4.6022187142060185,-7.075601859919865,-0.23739444059341733,0.4658873866188526,-1.0000000000000004,10,0,0,0,DOGE_USDT
11,0.45454545454545453,-13.32822287861987,0.2910040462220727,1.0941012472527691,-3.133121519147286,1.7448487916942577,-4.13253825085726,-0.35221931852392063,0.7898680206801509,-1.0000000000000004,11,0,0,0,PNUT_USDT
