trades,winrate,pnl,pf,avg_win,avg_loss,max_win,max_loss,symbol
17,0.8235294117647058,23.800193169537792,4.164780665715153,2.2371801854480142,-2.5067764755781377,6.015317699653519,-3.4471194385819377,ADA_USDT
8,0.5,-8.852873433269744,0.4058467946690147,1.5117777175423535,-3.7249960758597895,4.6022187142060185,-7.075601859919865,DOGE_USDT
12,0.6666666666666666,-1.3203692446603028,0.8759566400443066,1.1655059645913293,-2.6611042403477345,2.6140270148881104,-3.3196900979124346,ENA_USDT
16,0.6875,-0.44692328692065164,0.9702312721404464,1.3242052082427838,-3.0026361155182544,2.5173210188311015,-5.101978959896046,HBAR_USDT
23,0.8260869565217391,9.99007412989988,2.1659045927522715,0.9767679906135787,-2.142129422939529,2.4381832618080654,-2.307338121079512,LTC_USDT
11,0.36363636363636365,-16.150066855611808,0.22995293737659808,1.205691019593116,-2.9961187048548963,1.7448487916942577,-4.13253825085726,PNUT_USDT
9,0.6666666666666666,5.347736948522436,2.331829481636231,1.5605114178830977,-1.3384438529253828,3.826286300381462,-3.9875815587761494,WIF_USDT
