symbol,open_ts,close_ts,side,entry,exit,pnl_abs,pnl_R,reason,entry_reason,fees
ADA_USDT,1641139200,1641142800,LONG,1.3865314285714287,1.3882528571428574,0.05679609086188955,0.05000000000000231,TRAIL,breakout,0.07356518063574882
ADA_USDT,1641338100,1641339000,SHORT,1.311560857142857,1.3101126428571428,0.042498072389421354,0.0499999999999963,TRAIL,trend_cont,0.0734420299488309
ADA_USDT,1641409200,1641412800,SHORT,1.2982942857142858,1.2276133928571429,5.645699859829828,1.4110980392156875,TRAIL,breakout,0.07064182915550733
ADA_USDT,1641411900,1641412800,SHORT,1.2785131428571428,1.2247178571428572,4.34673555571024,1.7474106728538237,TRAIL,breakout,0.0712909867287805
ADA_USDT,1641418200,1641419100,SHORT,1.2499474285714285,1.2475626071428572,0.12693359216421046,0.04999999999999783,TRAIL,trend_cont,0.07339983328727426
ADA_USDT,1641420900,1641421800,SHORT,1.2165045714285714,1.1995267857142857,1.3926340989911088,0.3022110616656056,TRAIL,breakout,0.07276729930085402
ADA_USDT,1641434400,1641438000,SHORT,1.2159925714285713,1.2122267857142857,0.251835214248249,0.05867668336115648,TRAIL,breakout,0.07333741368603286
ADA_USDT,1641437100,1641438000,SHORT,1.2213952857142858,1.2195169642857144,0.08805487431703699,0.06378775015160473,TRAIL,trend_cont,0.0734192629313758
ADA_USDT,1641456900,1641457800,SHORT,1.2127955714285714,1.2097651785714285,0.188992998098612,0.1176036036036054,TRAIL,trend_cont,0.073368819091405
ADA_USDT,1641459600,1641460500,SHORT,1.2046,1.20335,0.035511808899217345,0.049999999999998816,TRAIL,trend_cont,0.07344552133488295
ADA_USDT,1641473100,1641474000,SHORT,1.1874197142857141,1.2150857142857143,-2.521145453443005,-0.8214718981972471,TRAIL,breakout,0.07472321112116093
ADA_USDT,1641474000,1641477600,SHORT,1.1876017142857143,1.2422624285714285,-4.90866032220759,-0.9999999999999992,SL_INIT,breakout,0.07591637197511623
ADA_USDT,1641524400,1641525300,SHORT,1.2499992857142856,1.2273919642857143,1.8264655931946188,0.8089520766773133,TRAIL,breakout,0.07255049195742398
