symbol,side,entry,exit,qty,pnl_gross,fees,pnl_net,entry_time,exit_time,reason
HBAR_USDT,SHORT,0.06459,0.063606,325.1277287505806,0.3199256850905709,0.0147,0.3052256850905709,2022-06-18 06:00:00,2022-06-18 09:00:00,SL_HIT
LTC_USDT,SHORT,44.53,44.32,0.4715921850437907,0.09903435885919645,0.0147,0.08433435885919645,2022-06-18 07:00:00,2022-06-18 09:00:00,SL_HIT
DOGE_USDT,LONG,0.05569,0.057786000000000004,377.08744837493265,0.7903752917938591,0.0147,0.7756752917938591,2022-06-19 06:00:00,2022-06-19 11:00:00,SL_HIT
HBAR_USDT,LONG,0.06615,0.067238,317.46031746031747,0.3453968253968272,0.0147,0.3306968253968272,2022-06-19 18:00:00,2022-06-19 21:00:00,SL_HIT
HBAR_USDT,LONG,0.06852,0.071264,306.4798598949212,0.8409807355516628,0.0147,0.8262807355516627,2022-06-20 06:00:00,2022-06-20 12:00:00,SL_HIT
ADA_USDT,LONG,0.5009,0.5022,41.92453583549611,0.05450189658614359,0.0147,0.039801896586143595,2022-06-20 10:00:00,2022-06-20 12:00:00,SL_HIT
LTC_USDT,LONG,55.29,53.47392857142857,0.3798155181768855,-0.689772110689093,0.0147,-0.7044721106890931,2022-06-21 14:00:00,2022-06-21 19:00:00,SL_HIT
ADA_USDT,SHORT,0.4809,0.46778000000000003,43.66812227074236,0.5729257641921383,0.0147,0.5582257641921382,2022-06-21 19:00:00,2022-06-22 04:00:00,SL_HIT
LTC_USDT,SHORT,51.92,51.493,0.4044684129429892,0.17270801232665622,0.0147,0.15800801232665623,2022-06-22 00:00:00,2022-06-22 04:00:00,SL_HIT
HBAR_USDT,SHORT,0.07235,0.0753875,290.2557014512785,-0.8816516931582581,0.0147,-0.8963516931582581,2022-06-22 07:00:00,2022-06-22 13:00:00,SL_HIT
HBAR_USDT,SHORT,0.07091,0.06999,296.15004935834156,0.27245804540967544,0.0147,0.25775804540967545,2022-06-22 20:00:00,2022-06-23 00:00:00,SL_HIT
LTC_USDT,LONG,54.53,55.111,0.3851091142490372,0.22374839537868907,0.0147,0.20904839537868908,2022-06-23 00:00:00,2022-06-23 07:00:00,SL_HIT
ADA_USDT,LONG,0.4765,0.47805,44.07135362014691,0.06831059811122753,0.0147,0.05361059811122753,2022-06-23 20:00:00,2022-06-24 00:00:00,SL_HIT
LTC_USDT,LONG,56.19,56.31,0.37373198077949815,0.044847837693541476,0.0147,0.030147837693541478,2022-06-23 22:00:00,2022-06-24 02:00:00,SL_HIT
DOGE_USDT,LONG,0.06508,0.065275,322.67977873386604,0.06292255685310412,0.014700000000000003,0.048222556853104115,2022-06-24 01:00:00,2022-06-24 03:00:00,SL_HIT
HBAR_USDT,LONG,0.07426,0.074638,282.7901966065176,0.10689469431726067,0.0147,0.09219469431726067,2022-06-24 01:00:00,2022-06-24 03:00:00,SL_HIT
ADA_USDT,LONG,0.4926,0.49434999999999996,42.630937880633375,0.07460414129110729,0.0147,0.05990414129110729,2022-06-24 01:00:00,2022-06-24 09:00:00,SL_HIT
ADA_USDT,SHORT,0.4844,0.48116,43.35260115606936,0.1404624277456656,0.0147,0.12576242774566562,2022-06-25 12:00:00,2022-06-25 16:00:00,SL_HIT
