trades,winrate,pnl,pf,longs,shorts,avg_fee,symbol
460,0.8304347826086956,450950.74818432634,1848.1190394901182,259,201,0.10586627832764238,DOGE_USDT
443,0.8465011286681715,160059.89406691055,597.2253191731007,182,261,0.05209364990927639,ENA_USDT
444,0.8423423423423423,104043.71652066414,566.3080082862314,212,232,0.06542449337697535,ADA_USDT
320,0.775,309.5281298694581,3.165995664164141,186,134,0.07353666564423905,LTC_USDT
