symbol,open_ts,close_ts,side,entry,exit,pnl_abs,pnl_R,reason,entry_reason,fees
ADA_USDT,1641142800,1641146400,LONG,1.3865314285714287,1.3658742857142858,-1.6370530903426075,-1.0000000000000029,SL_INIT,breakout,0.0727178323710142
ADA_USDT,1641339900,1641340800,SHORT,1.311560857142857,1.3066757142857142,0.3177868146415695,0.2811015207562655,TRAIL,trend_cont,0.07330445436549647
ADA_USDT,1641409200,1641412800,SHORT,1.2982942857142858,1.2261107142857142,5.7672902745470624,2.401830065359484,TRAIL,breakout,0.07058106433056119
ADA_USDT,1641411900,1641412800,SHORT,1.2785131428571428,1.2237942857142856,4.422623307073667,2.9623511214230476,TRAIL,breakout,0.0712530618155554
ADA_USDT,1641419100,1641420000,SHORT,1.2499474285714285,1.2292235714285715,1.6682476549299294,0.7241582428553534,TRAIL,trend_cont,0.07262956139183913
ADA_USDT,1641420900,1641421800,SHORT,1.2165045714285714,1.1978414285714287,1.5381748436856149,0.5536851027760051,TRAIL,breakout,0.07269456529550944
ADA_USDT,1641437100,1641438000,SHORT,1.2213952857142858,1.2186335714285714,0.1640357047741839,0.15631291691934962,TRAIL,trend_cont,0.07338129150186197
ADA_USDT,1641438000,1641441600,SHORT,1.2159925714285713,1.2037014285714285,0.9883611620982627,0.31919124466703686,TRAIL,breakout,0.07296933475157509
ADA_USDT,1641456900,1641457800,SHORT,1.2127955714285714,1.2089921428571428,0.25595344575207507,0.24600600600600567,TRAIL,trend_cont,0.0733353555993243
ADA_USDT,1641460500,1641461400,SHORT,1.2046,1.1976000000000002,0.5369661298356017,0.46666666666664375,TRAIL,trend_cont,0.07319491947534452
ADA_USDT,1641470400,1641474000,SHORT,1.1876017142857143,1.2203981428571429,-2.9745961933245577,-1.0000000000000004,SL_INIT,breakout,0.07494982318506975
ADA_USDT,1641472200,1641473100,SHORT,1.1874197142857141,1.207626857142857,-1.8612510786293173,-0.9999999999999988,SL_INIT,breakout,0.07439342882490221
ADA_USDT,1641524400,1641525300,SHORT,1.2499992857142856,1.2265535714285716,1.8969258459576084,1.3982534611288469,TRAIL,breakout,0.07251527943730254
ADA_USDT,1641526200,1641527100,SHORT,1.2186755714285715,1.2053921428571428,1.0715605991586548,0.6654786187153416,TRAIL,breakout,0.07292775582250942
ADA_USDT,1641528900,1641529800,SHORT,1.1965112857142857,1.218079142857143,-1.9671363906901338,-1.0000000000000049,SL_INIT,breakout,0.07444634502283366
ADA_USDT,1641536100,1641537000,SHORT,1.214009142857143,1.207832857142857,0.4609558225261879,0.23605787605788556,TRAIL,trend_cont,0.07323290563591894
ADA_USDT,1641537900,1641538800,SHORT,1.199816,1.19422,0.4164699537262323,0.2144061302681963,TRAIL,trend_cont,0.07325513745440969
ADA_USDT,1641538800,1641542400,SHORT,1.189282857142857,1.2288185714285713,-3.5657942007067835,-0.999999999999998,SL_INIT,breakout,0.07524527446312183
ADA_USDT,1641562200,1641563100,SHORT,1.1945572857142859,1.213275142857143,-1.719597437951019,-1.0000000000000056,SL_INIT,breakout,0.07432263740027538
ADA_USDT,1641570300,1641571200,SHORT,1.1910382857142858,1.2141168571428573,-2.109086642410926,-1.0000000000000042,SL_INIT,breakout,0.07451728467886604
ADA_USDT,1641579300,1641580200,SHORT,1.2202634285714284,1.2166685714285714,0.23598131457328222,0.15737335834896246,TRAIL,trend_cont,0.07334533667437618
ADA_USDT,1641661200,1641664800,SHORT,1.1972754285714284,1.1274085714285715,6.05682543293533,2.7352796420581567,TRAIL,breakout,0.07043636909898285
ADA_USDT,1641662100,1641663000,SHORT,1.1966412857142856,1.1608635714285713,3.0674064477969245,2.414499879489037,TRAIL,breakout,0.0719303316102964
ADA_USDT,1641663900,1641664800,SHORT,1.155556,1.126695,2.5502760891726606,1.3133560864618892,TRAIL,breakout,0.07218876757162786
ADA_USDT,1641675600,1641676500,SHORT,1.1384965714285713,1.1685287142857141,-2.844656072557341,-0.9999999999999979,SL_INIT,trend_cont,0.07488488559348193
ADA_USDT,1641699000,1641699900,SHORT,1.1830468571428572,1.177512142857143,0.4179729868808477,0.2508855431439203,TRAIL,trend_cont,0.07325438631340286
ADA_USDT,1641740400,1641744000,SHORT,1.1484914285714285,1.1720092857142856,-2.224678168193307,-1.0000000000000013,SL_INIT,breakout,0.07457505155831749
ADA_USDT,1641816000,1641819600,SHORT,1.1444834285714287,1.1146435714285714,2.6655100321617486,1.3739779641506444,TRAIL,breakout,0.07213117939422202
ADA_USDT,1641818700,1641819600,SHORT,1.1322962857142858,1.1191385714285715,1.1472500787905775,0.9609181011997886,TRAIL,breakout,0.07288992999560691
ADA_USDT,1641822300,1641823200,SHORT,1.1130315714285715,1.0957721428571428,1.5555158936577587,1.1614131218457242,TRAIL,breakout,0.0726858991036193
ADA_USDT,1641823200,1641826800,SHORT,1.1074771428571428,1.1021928571428572,0.4277540697389354,0.19967611336032132,TRAIL,breakout,0.07324949821602252
ADA_USDT,1641824100,1641825000,SHORT,1.090617142857143,1.075492857142857,1.383330231769189,0.7390575916230493,TRAIL,breakout,0.07277194890966059
ADA_USDT,1641834900,1641835800,SHORT,1.1173485714285714,1.0953714285714287,1.9927789205056718,0.6792052980132394,TRAIL,trend_cont,0.0724673768513215
ADA_USDT,1642536900,1642537800,SHORT,1.4228484285714287,1.4174278571428571,0.32671450532981083,0.27600654664485114,TRAIL,trend_cont,0.07329999275095962
ADA_USDT,1642570200,1642571100,SHORT,1.425517142857143,1.4017142857142857,1.6806350958349017,0.9494017094017161,TRAIL,breakout,0.0726233707666992
