symbol,open_ts,close_ts,side,entry,exit,pnl_abs,pnl_R,reason,entry_reason,fees
ADA_USDT,1672617600,1672621200,LONG,0.2503157142857143,0.24823714285714288,-0.9449629667676823,-0.9999999999999962,SL_INIT,breakout,0.0730640505418871
ADA_USDT,1672642800,1672646400,LONG,0.251285,1.7939954681934978,644.2292115058086,527.4223822883733,TRAIL,breakout,0.39581251200890877
ADA_USDT,1672693200,1672696800,LONG,0.2563478571428572,0.25410857142857146,-0.9902521044228434,-1.0000000000000044,SL_INIT,breakout,0.07304139464511114
ADA_USDT,1672797600,1672801200,LONG,0.2561021428571429,3.371343550442834,1276.5140129946449,1034.7183797437558,TRAIL,breakout,0.7121130630288369
ADA_USDT,1672819200,1672822800,LONG,0.2667542857142857,0.3956369385569172,50.63201040251834,34.17343067797029,TRAIL,breakout,0.09886543792021929
ADA_USDT,1672844400,1672848000,LONG,0.2684042857142857,0.7678001863545859,195.19294719167533,110.45091009422103,TRAIL,breakout,0.17118206462815175
ADA_USDT,1672855200,1672858800,LONG,0.2707864285714286,0.2668542857142857,-1.5974632380289262,-1.000000000000005,SL_INIT,breakout,0.07273763719958533
ADA_USDT,1672963200,1672966800,LONG,0.27222857142857143,1.1273922993882752,329.6027528234452,234.75082728305688,TRAIL,breakout,0.23842058670507513
ADA_USDT,1673046000,1673049600,LONG,0.2781642857142857,1.0740968024695468,300.2207221273191,165.082299771461,TRAIL,breakout,0.2237222221747469
ADA_USDT,1673168400,1673172000,LONG,0.27964357142857144,1.6483144049641185,513.5752907398974,368.13432602300963,TRAIL,breakout,0.33045287180585164
ADA_USDT,1673179200,1673182800,LONG,0.28869357142857144,0.3992086751841607,40.10156795872437,24.735594765439604,TRAIL,breakout,0.09359758277074758
ADA_USDT,1673204400,1673208000,LONG,0.290605,1.1852214037095068,323.0033742048604,178.03311516607036,TRAIL,breakout,0.2351192467257931
ADA_USDT,1673218800,1673222400,LONG,0.2944211428571428,8.676373525935224,2987.7042770528947,1286.7032167005812,TRAIL,breakout,1.5681362066297622
ADA_USDT,1673226000,1673229600,LONG,0.3248062857142857,4.1506928361153195,1236.1009412218832,304.15906703926447,TRAIL,breakout,0.6918964188203518
ADA_USDT,1673377200,1673380800,LONG,0.3229662857142857,0.9559487642038664,205.61338311959892,108.59993503497721,TRAIL,breakout,0.17639488900430159
ADA_USDT,1673481600,1673485200,LONG,0.32401685714285716,1.512177261495713,384.7659343904282,183.90542466489745,TRAIL,breakout,0.2660159751828055
ADA_USDT,1673506800,1673510400,LONG,0.3295571428571429,0.3225928571428572,-2.291277374398539,-0.999999999999998,SL_INIT,breakout,0.07239055659109628
ADA_USDT,1673528400,1673532000,LONG,0.33049828571428574,1.1188352038223488,250.25756763122243,105.41276841941612,TRAIL,breakout,0.198728147889556
ADA_USDT,1673640000,1673643600,LONG,0.33628285714285716,4.037452790617229,1154.9914203277474,625.8016795729621,TRAIL,breakout,0.6513213708492984
ADA_USDT,1673654400,1673658000,LONG,0.35185514285714287,2.7737836475258613,722.3128197785297,256.57963727099593,TRAIL,breakout,0.4348738468126713
ADA_USDT,1673676000,1673679600,LONG,0.365984,1.4254401510885741,303.7301482916415,86.13464642996543,TRAIL,breakout,0.22547781305234696
ADA_USDT,1673802000,1673805600,LONG,0.35251942857142854,0.3460265714285714,-2.006468993400969,-0.9999999999999998,SL_INIT,breakout,0.07253303201930916
ADA_USDT,1673830800,1673834400,LONG,0.3544297142857143,1.9826904857141023,482.0584726362693,245.90777562025227,TRAIL,breakout,0.3146865796079386
ADA_USDT,1673845200,1673848800,LONG,0.3618254285714286,0.49669157159698724,39.04443762273035,20.534268649894695,TRAIL,breakout,0.09306875318795917
ADA_USDT,1673964000,1673967600,LONG,0.3571621428571429,0.3523514285714286,-1.4870664924094081,-0.9999999999999963,SL_INIT,breakout,0.072792863185388
ADA_USDT,1674056700,1674057600,SHORT,0.3435027142857143,-2.2248263361397482,785.3915817850665,486.22862347473193,TRAIL,breakout,-0.3190362727561552
ADA_USDT,1674058500,1674059400,SHORT,0.3294285714285714,-0.9782904225003095,416.9490703677348,180.82040409880804,TRAIL,breakout,-0.13490708164304588
ADA_USDT,1674067500,1674068400,SHORT,0.33625771428571427,0.2317664312392099,32.57131392065792,10.693552358560394,TRAIL,trend_cont,0.05718575016458875
ADA_USDT,1674073800,1674074700,SHORT,0.3316941428571429,-0.527856760104676,272.15913713850637,215.07976124156392,TRAIL,trend_cont,-0.06254829442204216
ADA_USDT,1674079200,1674080100,SHORT,0.32801071428571427,-0.3661739268954327,222.2540912693519,199.3555892622783,TRAIL,trend_cont,-0.037608241513918984
ADA_USDT,1674085500,1674086400,SHORT,0.3254941428571429,0.32949057142857147,-1.3633383018961485,-0.999999999999996,SL_INIT,trend_cont,0.07414459685252181
ADA_USDT,1674092700,1674093600,SHORT,0.32925,0.09485364464692589,74.71442139932823,62.50569476081961,TRAIL,trend_cont,0.036124726936867455
ADA_USDT,1674154800,1674158400,LONG,0.3394357142857143,1.2214878596530325,272.6413724486254,155.32993754896142,TRAIL,breakout,0.20992564904883712
