timestamp,y_long,y_short,weights
1970-01-01 00:28:06.333600,1,0,2.0
1970-01-01 00:28:06.337200,1,0,2.0
1970-01-01 00:28:06.340800,1,0,2.0
1970-01-01 00:28:06.348000,0,1,2.0
1970-01-01 00:28:06.351600,0,1,2.0
1970-01-01 00:28:06.355200,0,1,2.0
1970-01-01 00:28:06.358800,0,1,2.0
1970-01-01 00:28:06.362400,0,1,2.0
1970-01-01 00:28:06.366000,0,1,2.0
1970-01-01 00:28:06.513600,0,1,2.0
1970-01-01 00:28:06.517200,0,1,2.0
1970-01-01 00:28:06.646800,0,1,2.0
1970-01-01 00:28:06.650400,0,1,2.0
1970-01-01 00:28:06.654000,0,1,2.0
1970-01-01 00:28:06.657600,0,1,2.0
1970-01-01 00:28:06.751200,0,1,2.0
1970-01-01 00:28:06.754800,0,1,2.0
1970-01-01 00:28:06.758400,0,1,2.0
1970-01-01 00:28:06.762000,0,1,2.0
1970-01-01 00:28:06.765600,0,1,2.0
1970-01-01 00:28:06.769200,0,1,2.0
1970-01-01 00:28:06.772800,1,0,2.0
1970-01-01 00:28:06.916800,1,0,2.0
1970-01-01 00:28:06.920400,1,0,2.0
1970-01-01 00:28:06.924000,1,0,2.0
1970-01-01 00:28:07.071600,1,0,2.0
1970-01-01 00:28:07.075200,1,0,2.0
1970-01-01 00:28:07.078800,1,0,2.0
1970-01-01 00:28:07.082400,1,0,2.0
1970-01-01 00:28:07.086000,1,0,2.0
1970-01-01 00:28:07.089600,1,0,2.0
1970-01-01 00:28:07.096800,0,1,2.0
1970-01-01 00:28:07.100400,0,1,2.0
1970-01-01 00:28:07.104000,0,1,2.0
1970-01-01 00:28:07.107600,0,1,2.0
1970-01-01 00:28:07.111200,0,1,2.0
1970-01-01 00:28:07.114800,0,1,2.0
1970-01-01 00:28:07.183200,1,0,2.0
1970-01-01 00:28:07.248000,0,1,2.0
1970-01-01 00:28:07.251600,0,1,2.0
1970-01-01 00:28:07.255200,0,1,2.0
1970-01-01 00:28:07.258800,0,1,2.0
1970-01-01 00:28:07.269600,1,0,2.0
1970-01-01 00:28:07.273200,1,0,2.0
1970-01-01 00:28:07.276800,1,0,2.0
1970-01-01 00:28:07.280400,1,0,2.0
1970-01-01 00:28:07.284000,1,0,2.0
1970-01-01 00:28:07.287600,1,0,2.0
1970-01-01 00:28:07.291200,1,0,2.0
1970-01-01 00:28:07.294800,1,0,2.0
1970-01-01 00:28:07.298400,1,0,2.0
1970-01-01 00:28:07.302000,1,0,2.0
1970-01-01 00:28:07.305600,1,0,2.0
1970-01-01 00:28:07.341600,1,0,2.0
1970-01-01 00:28:07.345200,1,0,2.0
1970-01-01 00:28:07.348800,1,0,2.0
1970-01-01 00:28:07.352400,1,0,2.0
1970-01-01 00:28:07.356000,1,0,2.0
1970-01-01 00:28:07.374000,1,0,2.0
1970-01-01 00:28:07.377600,1,0,2.0
1970-01-01 00:28:07.381200,1,0,2.0
1970-01-01 00:28:07.384800,1,0,2.0
1970-01-01 00:28:07.388400,1,0,2.0
1970-01-01 00:28:07.392000,1,0,2.0
1970-01-01 00:28:07.410000,0,1,2.0
1970-01-01 00:28:07.413600,0,1,2.0
1970-01-01 00:28:07.417200,0,1,2.0
1970-01-01 00:28:07.420800,0,1,2.0
1970-01-01 00:28:07.424400,0,1,2.0
1970-01-01 00:28:07.428000,0,1,2.0
1970-01-01 00:28:07.503600,0,1,2.0
1970-01-01 00:28:07.514400,1,0,2.0
1970-01-01 00:28:07.521600,1,0,2.0
1970-01-01 00:28:07.525200,1,0,2.0
1970-01-01 00:28:07.528800,1,0,2.0
1970-01-01 00:28:07.532400,1,0,2.0
1970-01-01 00:28:07.597200,0,1,2.0
1970-01-01 00:28:07.600800,0,1,2.0
1970-01-01 00:28:07.604400,0,1,2.0
1970-01-01 00:28:07.608000,0,1,2.0
1970-01-01 00:28:07.611600,0,1,2.0
1970-01-01 00:28:07.615200,0,1,2.0
1970-01-01 00:28:07.680000,0,1,2.0
1970-01-01 00:28:07.690800,0,1,2.0
1970-01-01 00:28:07.694400,0,1,2.0
1970-01-01 00:28:07.719600,0,1,2.0
1970-01-01 00:28:07.723200,0,1,2.0
1970-01-01 00:28:07.726800,0,1,2.0
1970-01-01 00:28:07.730400,0,1,2.0
1970-01-01 00:28:07.734000,0,1,2.0
1970-01-01 00:28:07.777200,0,1,2.0
1970-01-01 00:28:07.780800,0,1,2.0
1970-01-01 00:28:07.784400,0,1,2.0
1970-01-01 00:28:07.788000,0,1,2.0
1970-01-01 00:28:07.791600,0,1,2.0
1970-01-01 00:28:07.813200,1,0,2.0
1970-01-01 00:28:07.928400,0,1,2.0
1970-01-01 00:28:07.932000,0,1,2.0
1970-01-01 00:28:07.957200,0,1,2.0
1970-01-01 00:28:07.960800,0,1,2.0
1970-01-01 00:28:07.964400,0,1,2.0
1970-01-01 00:28:07.968000,0,1,2.0
1970-01-01 00:28:07.971600,0,1,2.0
1970-01-01 00:28:07.975200,0,1,2.0
1970-01-01 00:28:08.036400,0,1,2.0
1970-01-01 00:28:08.068800,1,0,2.0
1970-01-01 00:28:08.072400,1,0,2.0
1970-01-01 00:28:08.076000,1,0,2.0
1970-01-01 00:28:08.079600,1,0,2.0
1970-01-01 00:28:08.083200,1,0,2.0
1970-01-01 00:28:08.086800,1,0,2.0
1970-01-01 00:28:08.090400,1,0,2.0
1970-01-01 00:28:08.101200,1,0,2.0
1970-01-01 00:28:08.104800,1,0,2.0
1970-01-01 00:28:08.112000,0,1,2.0
1970-01-01 00:28:08.115600,0,1,2.0
1970-01-01 00:28:08.119200,0,1,2.0
1970-01-01 00:28:08.122800,0,1,2.0
1970-01-01 00:28:08.126400,0,1,2.0
1970-01-01 00:28:08.130000,1,0,2.0
1970-01-01 00:28:08.151600,1,0,2.0
1970-01-01 00:28:08.155200,1,0,2.0
1970-01-01 00:28:08.158800,1,0,2.0
1970-01-01 00:28:08.162400,1,0,2.0
